YEAR,RANKING,COMPANY,CUSTOMER SATISFACTION,EMPLOYEE ENGAGEMENT AND DEVELOPMENT,INNOVATION,SOCIAL RESPONSIBILITY,FINANCIAL STRENGTH,EFFECTIVENESS,gvkey,new_gvkey
2020,798,Greenbrier Cos Inc,36.8,42.9,43.1,41.5,46.3,38.2,30463,
2017,416, Apartment Investment and Management?€? ,49,56.9,41.7,47,45,46.8,30490,
2020,526, Apartment Investment &amp; Mgmt ,45.7,61.6,36.5,46.9,49.9,46.3,30490,
2018,610,Darling Ingredients,60.3,35.7,46.5,42.4,39.8,41.8,30651,
2019,516,Darling Ingredients Inc,55.5,38.1,51.2,42.7,42.4,43,30651,
2020,641, Darling Ingredients Inc ,48,32.5,47.4,46.4,54.2,43.5,30651,
2021,303,Darling Ingredients Inc,60.9,46.3,47.9,50.9,53.6,52.5,30651,
2020,332,"Alteryx, Inc.",57.5,48.2,44,39.4,71.6,51.4,30655,
2017,232,Sirius XM,53.2,44.6,66.2,40.5,58.6,53,30662,
2018,354,Sirius XM,51.2,46.6,56.3,39.5,55.3,49.3,30662,
2019,339,Sirius XM Holdings Inc,59.8,46.2,52.5,42.6,50.7,49.4,30662,
2020,404, Sirius XM Holdings Inc ,55.8,47.5,51.7,42.1,53.7,49.6,30662,
2021,535,Sirius XM Holdings Inc,51.1,49.5,52.5,38.5,45.1,45.7,30662,
2017,454, Reliance Steel &amp; Aluminum ,56.2,51.9,44.7,40.5,44.8,45.6,30671,
2018,478,Reliance Steel &amp; Aluminum,56.5,46,46.6,41.9,46.7,45.7,30671,
2019,485,Reliance Steel &amp; Aluminum Co,49.8,50.3,44.8,38.4,49.5,44.2,30671,
2020,407, Reliance Steel &amp; Aluminum ,60.5,48.3,46.5,44.8,51.3,49.5,30671,
2021,372, Reliance Steel &amp; Aluminum ,58.6,56.1,47.1,42.5,50.3,50.5,30671,
2020,472,"Okta, Inc.",59.2,56.9,41.4,40.2,49.6,47.8,30736,
2017,672, Realty Income?€? ,30.8,37.9,43.8,38.3,44.3,33.3,30822,
2020,539,Realty Income Corp,44,63.7,41.4,43,47.2,46,30822,
2021,472,Realty Income Corp,43.4,60.8,42.2,51.2,43.3,47.6,30822,
2020,816, Knight-Swift Transportation Holdings Inc. ,38.4,40.9,44.7,35.5,47,36.8,30861,
2021,814, Knight-Swift Transportation Holdings Inc ,41.2,33.9,41.8,38.8,47.1,35.2,30861,
2018,299,TechnipFMC,66,47.2,49.3,53.7,39.5,51.4,30923,
2020,404,TechnipFMC plc,67.3,49.8,49.3,50.7,31.8,49.6,30923,
2021,212,TechnipFMC plc,69.5,50.9,53.2,54.2,38.3,56.1,30923,
2017,168, Capital One Financial ,51.2,66.4,48.5,53.4,48.6,55.5,30990,
2018,121,Capital One Financial,54,64.9,56.7,59.1,45.3,59.3,30990,
2019,57,Capital One Financial Corp,57.5,64.6,69.5,58.3,50.3,65,30990,
2020,141,Capital One Financial,49.1,60.4,72.2,54,40.8,59.2,30990,
2021,19,Capital One Financial,52,62.9,92.8,57,57.9,73.3,30990,
2020,792,Carvana Co.-A,43.9,49.6,42.8,32.6,45.2,38.5,30999,
2021,781,Carvana Co-A,40.6,46,43.1,34.3,50.2,37.9,30999,
2017,561,Insight Enterprises,41.2,56.6,40.4,35,49.3,41,31453,
2018,558,Insight Enterprises,40.7,55.8,45.3,38.8,48.9,43.4,31453,
2020,616, Insight Enterprises Inc ,37.8,58.9,45,41,49.8,44.4,31453,
2021,687,Insight Enterprises Inc,39.5,50.7,44.8,42,47.7,41.9,31453,
2018,354,Ashland Global Holdings,59.1,46.1,49,53,41,49.3,31494,
2019,393,Ashland Global Holdings Inc,59.7,49.9,47.7,46.2,42.4,47.5,31494,
2020,446, Ashland Global Holdings Inc ,44.9,56.4,48.1,49.8,46.1,48.6,31494,
2021,739,StoneX Group Inc,40.5,48.3,42.7,39.3,49.8,40.1,31521,
2017,636,Dollar Tree Stores,50.9,27.7,47.1,38,48.5,37.6,31587,
2018,660,Dollar Tree Stores,56.5,28.5,45.6,39,48.7,39.9,31587,
2019,627,Dollar Tree Inc,51.6,26.1,46.3,37,40.9,34.6,31587,
2020,706,Dollar Tree Inc,51.3,31,45.1,45.7,49.6,41.7,31587,
2021,739,Dollar Tree Inc,48.9,27.5,50.9,42,48.3,40.1,31587,
2017,413, AmerisourceBergen ,44.1,44.1,52.1,43.7,57.6,46.9,31673,
2018,359,AmerisourceBergen,48.6,42.3,51.1,50.1,54.1,49.1,31673,
2019,367,AmerisourceBergen Corp,45.2,42.4,49.1,54,51.6,48.1,31673,
2020,466, AmerisourceBergen Corp ,41.9,45,44,56.2,55.4,47.9,31673,
2021,602, AmerisourceBergen Corp ,37,47.2,42.9,57.7,41.9,44.1,31673,
2019,536,Brighthouse Financial Inc,38.5,57.3,43,40.7,44,42.2,31774,
2020,598, Brighthouse Financial Inc ,30.9,54.8,42.1,40.7,66.8,44.8,31774,
2021,796, Brighthouse Financial Inc ,28.8,58.1,42.7,44.3,28.8,37,31774,
2017,176,Delphi Automotive,62.2,43,52.5,50.8,60.3,55.1,31802,
2020,807, Delphi Technologies plc ,42.9,39,51.1,39.6,34.2,37.6,31802,
2021,663,Delphi Technologies plc,51.6,40.6,49.5,43.9,37.4,42.6,31802,
2017,134,Darden Restaurants,60.2,52.3,49.7,56.7,56.1,57.5,31846,
2018,114,Darden Restaurants,67.2,55.9,48.1,56.2,57.6,60,31846,
2019,172,Darden Restaurants Inc,57.4,59.1,48.6,50.6,56.4,56,31846,
2020,207, Darden Restaurants Inc ,61.4,60.5,49.4,55.2,45,56.1,31846,
2021,315,Darden Restaurants Inc,61,52.1,48.1,48.3,48.5,52.2,31846,
2018,170,ResMed,52.4,57.8,46.4,59.3,55.4,56.5,31887,
2019,125,Resmed Inc,68.2,60.3,47.4,55.5,53.4,59,31887,
2020,105,ResMed Inc,59.6,63.8,52,56,59.3,61.5,31887,
2021,172,ResMed Inc,57.9,60.4,49.1,55.9,53.1,57.9,31887,
2017,201,Baker Hughes,52,53.1,59.8,62.5,35.5,54.1,32106,
2018,181,Baker Hughes,65.3,48.1,57.7,60.2,38.5,56.1,32106,
2019,206,Baker Hughes Co,40.8,47.2,70,59.6,43.5,54.6,32106,
2020,193, Baker Hughes Company ,45.9,49.4,63.8,64,44.4,56.8,32106,
2021,209, Baker Hughes Company ,48,50,60.2,66.9,35.7,56.2,32106,
2020,641,Roku Inc Class A,53.3,55.7,47.1,34.3,40.7,43.5,32382,
2021,297,Roku Inc Class A,56.2,62,48.3,35.1,66.9,52.7,32382,
2020,761,"MongoDB, Inc.",58.5,65.1,40.6,35.1,18.6,39.7,32526,
2021,556,"MongoDB, Inc",59.6,66.3,41.9,35.4,31.8,45.4,32526,
2020,715,VICI Properties Inc.,56.2,36.9,42.3,40.5,47.5,41.3,32580,
2021,752,VICI Properties Inc,49,33.9,42.3,43.4,49,39.7,32580,
2019,232,Axa Equitable Holdings Inc,45.3,49.8,49.6,60.2,54.5,53.5,32767,
2021,739,Equitable Holdings Inc,50.3,42.1,43.7,39.8,41.9,40.1,32767,
2020,720, Gates Industrial Corporation plc ,42.8,40.9,46.2,44.9,44.7,41,32886,
2019,584,ADT Inc,52.4,37.5,47.8,41.8,39.4,39.8,32930,
2020,723,ADT Inc.,50.4,40.5,46.3,40,43.1,40.9,32930,
2021,756,ADT Inc,50.9,37.6,46.6,39,41.7,39.6,32930,
2020,549,"Zscaler, Inc.",53.6,67.7,42.8,38.1,37.5,45.9,33037,
2020,526,DocuSign Inc,54.7,66.5,42.5,41.1,35.8,46.3,33301,
2021,393,DocuSign Inc,49.5,65,45.3,41.7,51.7,49.8,33301,
2020,738,Avalara Inc,47.6,48.4,45.1,37.9,40.1,40.4,33610,
2017,399,Realogy,51.6,41.9,47.5,53.6,47.5,47.4,33693,
2018,523,Realogy Holdings,44.8,45.9,49.7,48.5,42.6,44.6,33693,
2020,618, Realogy Holdings Corp. ,48.6,43.7,48.7,47.3,42.1,44.3,33693,
2021,489,Realogy Holdings Corp,55.7,44.7,46.6,47.4,45.3,47,33693,
2020,661, BJ&#8217;s Wholesale Club Holdings ,44.8,40.4,43.2,44.4,55.5,43,33718,
2021,784, BJ&#8217;s Wholesale Club Holdings ,45.7,28.9,44,41.3,51.9,37.8,33718,
2020,620, Elanco Animal Health Inc. ,56.8,53.7,46.1,34.2,43.6,44.2,33955,
2021,710, Elanco Animal Health Inc ,49.7,53.5,46.3,33.6,39.2,41.2,33955,
2020,602,Garrett Motion Inc,52.8,39.4,49.7,38.2,54.4,44.7,34051,
2020,717, Resideo Technologies Inc ,59.5,31.3,46.7,40,44.6,41.2,34053,
2021,522, Resideo Technologies Inc ,55.2,42.4,46.8,45.7,47.2,46,34053,
2021,779,"Guardant Health, Inc",52.9,53.6,48.3,32,19.4,38.1,34102,
2020,765,"Moderna, Inc.",55.1,57.1,43,41,19.5,39.6,34410,
2021,271,"Moderna, Inc",44.1,61.3,47.9,39.2,81.4,53.5,34410,
2017,12,Dow Chemical,66.4,63.4,84.4,65.3,52.8,74.9,34443,
2020,256,Dow Inc,38.4,58.1,69.5,48.6,43.7,53.7,34443,
2021,112,Dow Inc,51.4,64.3,60.6,55.4,52.7,60.8,34443,
2019,285,Fox Corp,56.9,49.7,53.1,45.5,52.2,51.5,34636,
2020,620,Fox Corp B,47.8,40.8,50.9,40.1,52,44.2,34636,
2021,636,Fox Corp B,45.4,27.5,55.1,46.8,52.5,43.3,34636,
2021,800,"Covetrus, Inc",54.3,38.5,43,31.5,40.3,36.5,34765,
2020,611,Lyft Inc.-A,50.7,61.1,53.9,41.9,22.6,44.5,34873,
2021,499,Lyft Inc-A,50.5,55.5,62.8,39,24.9,46.7,34873,
2020,189," Zoom Video Communications, Inc. ",53.1,81.5,47.4,34.2,64.3,56.9,35005,
2021,484," Zoom Video Communications, Inc ",32.3,63.3,52,35.3,65.2,47.1,35005,
2020,626,Pinterest Inc.,44.3,57.6,46.8,47.6,32.9,44.1,35013,
2021,550,Pinterest Inc,46.7,54.1,46.8,40.6,49.6,45.5,35013,
2021,808,"Avantor, Inc",42.9,35.9,43.3,36.6,47.1,35.9,35065,
2020,236, Uber Technologies Inc. ,48.2,60.4,91.8,37.1,20.1,54.5,35077,
2021,163,Uber Technologies Inc,49.2,56,85,42.8,38.1,58.4,35077,
2020,418,Corteva Inc.,64.8,45.7,58.9,37.1,42.6,49.3,35168,
2021,180,Corteva Inc,51.6,55.4,75.2,43.3,46.5,57.5,35168,
2021,340,Clarivate Plc,68,58.9,43.7,43.4,41.1,51.3,35211,
2020,351,"Chewy, Inc.-A",62,50.4,48.4,53.7,38.7,50.9,35287,
2021,616,Dynatrace Inc,50.9,54.9,48.6,32.1,46.8,43.8,35447,
2021,564,Cloudflare Inc-A,63.5,54,41.6,38,38.1,45.2,35604,
2021,528,"Datadog, Inc",57.4,51.6,47.8,36,46.1,45.8,35620,
2021,478,Bill.com Holdings Inc,66.1,47.9,49,38.8,39.6,47.3,35868,
2021,726, Reynolds Consumer Products Inc ,40.3,59.9,43.4,31.4,49.7,40.7,35874,
2018,332,Arconic,59,43.1,50.6,58.5,38.8,50.2,35978,
2021,732,Arconic Corp,47.7,35.6,47.9,44.1,41.6,40.4,35978,
2020,526,PPD Inc.,48.2,53.1,46.1,43,49.1,46.3,36049,
2021,674,PPD Inc,49.5,50.6,45.6,34.8,46.8,42.2,36049,
2021,382,Otis Worldwide Corp,56.5,46.7,44,46.5,61.8,50.1,36190,
2021,574,Carrier Global Corp,50.2,33.9,45.2,51.7,52.3,44.9,36191,
2021,817,DraftKings Inc Class A,35.7,59.9,45.7,34.1,20.4,34.9,36404,
2017,294,T. Rowe Price Group,43.6,53.2,42.6,53.8,58.9,50.7,36814,
2018,175,T. Rowe Price Group,47.9,58.2,44.2,57.1,63.2,56.3,36814,
2019,128,T. Rowe Price Group Inc,47.6,61.8,43,55.3,70.1,58.9,36814,
2020,228, T Rowe Price Group Inc ,46,54.1,43.9,56.9,67.2,54.8,36814,
2021,155,T Rowe Price Group Inc,48.7,54.6,48.2,58.2,75.8,58.9,36814,
2021,591, Palantir Technologies Inc Class A ,68.8,52.9,48.7,36.7,19.8,44.4,36910,
2021,535,Concentrix Corp,60.2,39,46.5,43.6,47.9,45.7,37382,
2021,373,"Airbnb, Inc Class A",46.8,65.2,65.2,37.7,32.3,50.4,37460,
2021,691, Petco Health and Wellness Company Class A ,48.9,32.7,47.3,47.7,44.9,41.8,37502,
2017,149,HCP?€?,58.9,64.2,43.8,59.9,44,56.7,39391,
2017,449, Brookfield Asset Management?€? ,52.7,50.9,43.9,43.8,46,45.7,41817,
2019,634,Sinclair Broadcast Group Inc,49.2,24.8,44.5,30.2,46.8,32.7,60800,
2020,854, Sinclair Broadcast Group A ,38.2,29,43,34.4,44.4,31.7,60800,
2021,844, Sinclair Broadcast Group A ,35,29.1,44.4,31.1,31.7,26.7,60800,
2017,616,DISH Network,52,30.5,47.3,36.3,49.8,38.6,60900,
2018,732,DISH Network,40.9,32.1,48.7,34.8,45.8,35.5,60900,
2019,612,DISH Network Corp,43.5,33.8,49.6,38.3,42.6,37.2,60900,
2020,766, DISH Network Corp A ,37.7,38.4,47.7,41.4,49.4,39.5,60900,
2021,804,DISH Network Corp A,35.4,30.6,51.3,38.1,50.3,36.2,60900,
2018,635,Wabtec,56.4,36.6,44.1,39.8,45.1,41,60979,
2020,606,Wabtec,50.7,44,48.7,44.5,44.4,44.6,60979,
2021,640,Wabtec,49.6,41.7,49,44,42.2,43.2,60979,
2021,804, Atlas Air Worldwide Holdings Inc ,37,42.9,43.5,36.2,47.5,36.2,61155,
2018,700,Arch Capital Group,39.2,47.5,42.1,37.5,42.4,37.3,61302,
2019,504,Arch Capital Group Ltd,42.9,47.9,42.3,39.4,56.1,43.6,61302,
2020,683, Arch Capital Group Ltd ,32.2,50.5,47.4,40.6,53.7,42.3,61302,
2021,481,Arch Capital Group Ltd,47.1,55.3,45.7,42,54.7,47.2,61302,
2017,276,Wyndham Worldwide,31.3,54.8,49,60.6,56.3,51.2,61352,
2018,220,Wyndham Destinations,40,53.2,50,62.2,55.9,54.3,61352,
2019,293,Wyndham Destinations Inc,47.5,47.6,49.6,62.2,45.7,51.1,61352,
2020,423," Wyndham Destinations, Inc. ",43.5,46.1,49.1,60.6,45.1,49.2,61352,
2017,336,Erie Indemnity,40.6,66.1,41.3,45.5,55.4,49.5,61380,
2018,671,Everest Re Group,50.1,42.7,45.7,37.1,41,39.4,61388,
2019,527,Everest Re Group Ltd,61.1,52.9,45.8,39.6,32.4,42.6,61388,
2020,616, Everest Re Group Ltd ,49.1,45.2,54.1,38.9,44.1,44.4,61388,
2021,439,Everest Re Group Ltd,45.1,43.5,49.5,50.6,58.4,48.5,61388,
2020,372, RenaissanceRe Hldgs ,53,61.3,42.9,40.4,58.5,50.3,61406,
2021,682,RenaissanceRe Hldgs,34.6,57.5,42.8,43.2,47.2,42,61406,
2018,468,Hanover Insurance Group,45.8,54.7,43.8,48,44.9,46,61408,
2019,454,Hanover Insurance Group Inc,49.4,52.6,41.7,45.9,46.3,45.2,61408,
2020,432, Hanover Insurance Group Inc ,49.9,54.5,44.4,47.5,52,48.9,61408,
2021,484, Hanover Insurance Group Inc ,41.2,58.5,42.8,49.2,50.1,47.1,61408,
2017,601, Diamond Offshore Drilling ,55.8,43.7,48.6,34.5,35.3,39.2,61409,
2019,390,Pool Corp,46.7,50.5,46.6,40.9,57.7,47.6,61420,
2020,711,Pool Corp,45.6,29.8,43.3,42.8,61.9,41.5,61420,
2021,612,Pool Corp,45,18.4,60.8,41.6,68.4,43.9,61420,
2017,266,DaVita,62.1,51,45.9,48.1,49.8,51.5,61483,
2018,343,DaVita,59.7,50.7,45,53.1,41.5,49.7,61483,
2019,384,DaVita Inc,55,48.8,45.3,54,41.7,47.7,61483,
2020,337,DaVita Inc,61.2,47.4,42.8,53.4,51.3,51.2,61483,
2021,379,DaVita Inc,61,45.1,42.6,53.1,49.4,50.2,61483,
2017,423,Henry Schein,51.2,49.1,44.6,44.4,51.1,46.6,61494,
2018,296,Henry Schein,56.2,54.3,46.1,49.6,50.2,51.5,61494,
2019,367,Henry Schein Inc,46,53.5,46.6,50.4,47,48.1,61494,
2020,347,Henry Schein Inc,58.7,56.7,43.5,49,48.3,51,61494,
2021,349,Henry Schein Inc,51.7,56.2,45.4,51.4,49.2,51.1,61494,
2017,134,Estee Lauder,48.4,55,50.6,61.5,58.5,57.5,61567,
2018,49,Estee Lauder,68.3,57.9,55.4,63,61.2,66.7,61567,
2019,57,Estee Lauder Companies Inc,69.5,55.2,54.1,62.3,62,65,61567,
2020,73,Estee Lauder Cos. A,68.5,55.6,54.9,62.5,56.7,64.1,61567,
2021,67,Estee Lauder Cos. A,66,57.5,49.9,65.8,61.9,65.2,61567,
2017,201,Waters,57.3,54.2,48.8,51.8,52.5,54.1,61574,
2018,220,Waters,59.1,56.4,47.1,49.9,53.4,54.3,61574,
2019,250,Waters Corp,50.2,54,47.9,50.1,57.8,53,61574,
2020,170,Waters Corp,65.1,52.5,51.7,53.2,55.6,57.7,61574,
2021,191,Waters Corp,64,49.7,48.6,52.1,62.6,57,61574,
2021,524,Boston Beer Inc A,40.5,61.5,47,34.2,60.7,45.9,61581,
2017,201,NetApp,57.1,58.2,46.7,54.7,47.4,54.1,61591,
2018,89,NetApp,59.8,64.2,47.7,57.3,61.1,61.7,61591,
2019,88,NetApp Inc,59.1,61.2,47.6,52.4,70.4,61.8,61591,
2020,119,NetApp Inc,62.2,61.4,51.1,53.8,59.2,60.4,61591,
2021,191,NetApp Inc,58.3,60,45.3,55.8,55.4,57,61591,
2021,663,Novavax Inc,49,45.5,44.4,35.6,57.1,42.6,61655,
2017,189,Citrix Systems,61.3,57.8,48,49.5,49.5,54.4,61676,
2018,145,Citrix Systems,61,56,46.7,52.4,60.9,57.6,61676,
2019,139,Citrix Systems Inc,51.2,57.4,54.1,52.9,60.8,58.1,61676,
2020,150,Citrix Systems Inc,56.5,63,50.3,50.1,62.6,58.7,61676,
2021,236,Citrix Systems Inc,53.3,63.4,48.9,52.4,48,54.9,61676,
2021,393, Nuance Communications Inc ,51.5,52.9,46.2,50.5,48.4,49.8,61685,
2018,484,MSC Industrial Direct,50.7,45.7,45.3,42.3,52.4,45.5,61732,
2019,489,MSC Industrial Direct Co Inc,48.8,47.2,44.2,40.3,51.2,44.1,61732,
2020,661, MSC Industrial Direct A ,56,35.6,41.9,43.5,52,43,61732,
2021,550,MSC Industrial Direct A,56.8,47.2,41.2,44.2,47.4,45.5,61732,
2017,241, Hartford Financial Services Group ,51.5,52.7,54.6,55,45,52.6,61739,
2018,220,Hartford Financial Services Group,48.4,56,54.5,59.6,44,54.3,61739,
2019,142,Hartford Financial Services Group Inc,52.8,58.4,50.1,65.2,49.3,57.8,61739,
2020,220, Hartford Finl Services Group ,44,59.7,47.1,63.9,53.1,55.6,61739,
2021,168, Hartford Finl Services Group ,43.3,59.5,54.7,64.2,51.9,58.1,61739,
2017,597, Alexion Pharmaceuticals ,44.6,39.9,52.3,36.7,44,39.3,62263,
2018,549,Alexion Pharmaceuticals,46.7,48.3,48.9,42.2,43.6,43.7,62263,
2019,417,Alexion Pharmaceuticals Inc,46.2,42.7,50,48.8,50.9,46.7,62263,
2020,418, Alexion Pharmaceuticals Inc ,50,45.8,46.7,50.6,55.6,49.3,62263,
2017,370, Iron Mountain ,56.6,44,46.9,51.9,46.2,48.3,62374,
2018,325,Iron Mountain,51.9,39.8,55.1,58.8,43.5,50.4,62374,
2019,353,Iron Mountain Inc,45,42.6,55,58.6,42.5,48.6,62374,
2020,236,Iron Mountain Inc,58.6,45.5,53.9,58.3,47.7,54.5,62374,
2021,183,Iron Mountain Inc,57.1,45,60.4,59.1,49.1,57.4,62374,
2018,697,Hub Group,31,48.9,46,38,44.7,37.6,62378,
2020,803,Hub Group Inc A,39.4,36.9,43.6,40.9,48.9,37.9,62378,
2021,824,Hub Group Inc A,43.8,25.5,44.4,39.3,45.6,34.2,62378,
2017,350,Dean Foods,66.5,39,45,52.4,45.3,48.9,62655,
2018,393,Dean Foods,74.9,35.4,43.4,54,38.6,48.2,62655,
2019,598,Dean Foods Co,62.4,35,44.5,48.7,27.7,38.6,62655,
2017,404, The Travelers Companies ,44.7,57,46.4,45.1,48.6,47.2,62689,
2019,275,Travelers Companies Inc,49.5,61.1,45.3,55.2,45.4,51.8,62689,
2020,281,Travelers Cos Inc,51.5,60.3,46.4,55.7,46.6,53,62689,
2021,135,Travelers Cos Inc,50.7,59.8,54.4,59.3,57.4,59.6,62689,
2020,289, Neurocrine Biosciences Inc ,44.9,69,47,32.9,71.7,52.7,62921,
2018,732,SS&amp;C Technologies Holdings,48.1,29.2,47,34.3,44.4,35.5,62965,
2019,614,SS&amp;C Technologies Holdings Inc,45.8,32.6,48,34,47.2,36.9,62965,
2020,794, SS&amp;C Technologies Holdings Inc ,45.6,31.9,51.1,34.1,49,38.4,62965,
2021,833, SS&amp;C Technologies Holdings Inc ,42.2,30.3,43.9,33.3,46.2,32.9,62965,
2018,402,ANSYS,46.7,59.8,43,43.1,52.2,47.9,63080,
2019,196,Ansys Inc,53.6,65.3,44.1,50,55.6,55.1,63080,
2020,211,ANSYS Inc,61.7,58.5,48.5,50.5,53.3,55.9,63080,
2021,249,ANSYS Inc,59.4,59.9,48.4,48.9,48.7,54.3,63080,
2019,116,Factset Research Systems Inc,57,62,48.2,55.6,60.8,59.8,63172,
2020,232, FactSet Research System Inc ,54.3,51.4,48.2,54.6,58.7,54.7,63172,
2021,234, FactSet Research System Inc ,55.5,52.8,50.9,53.7,54.1,55,63172,
2021,510,Pegasystems Inc,51.2,55,45,43.3,44.2,46.3,63290,
2017,152,KLA-Tencor,50.8,54.7,47.8,54.1,64.5,56.5,63500,
2018,103,KLA-Tencor,49.7,60.2,47.4,58.2,69.8,60.7,63500,
2020,128,KLA Corporation,56.7,59.4,53.9,54.5,60.1,59.9,63500,
2021,216,KLA Corporation,49.8,58.4,49.5,51.5,65.4,56,63500,
2017,524,E*TRADE Financial,44.5,46,45.4,41.9,49,42.5,63501,
2018,455,E*TRADE Financial,48.2,54.5,45.4,41.6,50,46.4,63501,
2019,359,E*TRADE Financial Corp,51,54.9,44.6,40.1,55.7,48.3,63501,
2020,466, E*TRADE Financial Corp ,48.6,56.9,44.3,44.8,50.6,47.9,63501,
2017,677,Stericycle,39.8,37.2,44.6,32.3,41.3,32.5,63527,
2018,709,Stericycle,37.5,39.6,49.6,37.3,42.1,36.9,63527,
2020,785,Stericycle Inc,42.7,42.7,43.9,41.3,41.7,38.7,63527,
2017,537,Calpine,34.8,43.7,55.5,48.3,41.9,42,63605,
2018,466,Abercrombie &amp; Fitch,44.3,45.5,55,50.5,40.1,46.1,63643,
2019,454,Abercrombie &amp; Fitch Co,38,48.7,49.8,51.6,43.5,45.2,63643,
2020,440, Abercrombie &amp; Fitch Company A ,42.7,48.5,51.6,57.3,42.4,48.7,63643,
2021,340, Abercrombie &amp; Fitch Company A ,47,44.7,54.2,56.3,49.6,51.3,63643,
2017,693,Endo International,30.3,38.2,44.4,34.1,3.2,19.2,63645,
2018,739,Endo International,36.9,45.1,44.4,37.1,34.7,34.3,63645,
2020,805,Meritage Corp,38.3,37.1,42.7,37.5,55,37.8,63798,
2021,777,Meritage Corp,38.1,39.6,45.7,36.4,55.7,38.2,63798,
2017,569, Penske Automotive Group ,48.9,43.2,45.9,35.6,48.5,40.6,63847,
2019,431,Penske Automotive Group Inc,58.2,51.8,45,40.3,46.6,46.2,63847,
2020,509,Penske Auto Group,51.1,52.2,45.8,45.3,47.2,47,63847,
2021,528,Penske Auto Group,46.1,48.4,46.1,46.5,50.3,45.8,63847,
2018,724,Triumph Group,56.5,28.6,45.5,39.8,34.4,35.9,63876,
2019,633,Triumph Group Inc,51.9,27,46.3,36.4,35.2,32.9,63876,
2020,838,Triumph Group Inc,43.2,27.6,54.8,34,38.2,34.9,63876,
2021,644,NOV Inc,58.9,43.7,44.1,43.6,34.5,43.1,63892,
2017,270,United Natural Foods,69.4,38.3,52.7,53.2,43.2,51.4,63927,
2018,292,United Natural Foods,71.2,36.6,49.4,56.5,42.6,51.6,63927,
2019,509,United Natural Foods Inc,57.4,33.7,50.4,52.6,36.7,43.3,63927,
2020,411, United Natural Foods Inc ,60.2,40,49.1,55.8,42.1,49.4,63927,
2021,355, United Natural Foods Inc ,61.5,40.5,47.2,55.5,46.2,50.9,63927,
2017,214,VMware,66.9,66.8,44.7,42.5,44.3,53.9,63928,
2018,55,VMware,66.9,71.3,50.5,58,56.5,65.5,63928,
2019,28,VMware Inc,69.9,71.6,47.8,58.9,69,69.1,63928,
2017,214,Steel Dynamics,55.5,60.8,53.5,42.7,52.5,53.9,64030,
2018,230,Steel Dynamics,58.9,63.6,48.6,40.3,55.3,54,64030,
2020,256,Steel Dynamics Inc,56.5,62.1,49.4,48.1,48.7,53.7,64030,
2021,234,Steel Dynamics Inc,58.9,62.4,49.8,44.5,54.2,55,64030,
2017,346, Quest Diagnostics ,51.6,48.9,45,52.3,49.4,49,64166,
2018,320,Quest Diagnostics,50.4,51,46.6,55.6,47.9,50.6,64166,
2019,326,Quest Diagnostics Inc,47,47.5,48.8,58.7,46.8,49.9,64166,
2020,385,Quest Diagnostics,47.1,47.5,46.8,58.1,49.4,50,64166,
2021,262,Quest Diagnostics,50.2,50.8,46.5,58.6,56.9,53.7,64166,
2017,464,Lithia Motors,55.5,47.2,44.8,37.6,51.9,45.1,64175,
2018,642,Lithia Motors,49,41.6,45.8,36.6,48.4,40.8,64175,
2019,530,Lithia Motors Inc,47.8,44.4,44.2,42.9,47.2,42.5,64175,
2020,651,Lithia Motors Inc A,50.2,46.2,41.7,41.6,50.8,43.3,64175,
2021,580,Lithia Motors Inc,43.1,46.4,45.2,44.8,56.2,44.7,64175,
2017,393,Avago Technologies,57.9,37.5,54.3,38.7,56.9,47.5,64182,
2018,269,Insperity,31.9,63.4,43.3,41.6,79.2,52.7,64302,
2020,304,Insperity Inc.,41.5,58.4,43.2,44.1,74.3,52.1,64302,
2021,575,Insperity Inc,39.7,57.8,44.4,40.7,54.3,44.8,64302,
2018,428,Vail Resorts,54.9,44.7,44.6,44.2,53.9,47.1,64344,
2021,620,Vail Resorts Inc,60.9,35.5,43.7,45,44,43.7,64344,
2019,414,Ciena Corp,36.8,56.6,45.6,46,51.7,46.8,64356,
2020,250,CIENA Corp,48.3,60.8,49.4,50.3,55.7,53.9,64356,
2021,467,CIENA Corp,42.7,62.2,43.5,45.7,50.8,47.7,64356,
2018,700,Silgan Holdings,48.8,38,45.7,31.6,46,37.3,64389,
2020,826,Silgan Hldgs Inc,41,38.2,43.1,32.3,49.7,35.7,64389,
2021,835,Silgan Hldgs Inc,39.4,33.2,44.2,31.9,47.2,32.7,64389,
2017,416,CarMax,47.3,60.4,45.1,40,48.4,46.8,64410,
2018,574,CarMax,39.3,53.1,46.3,43.8,44.4,43,64410,
2019,393,Carmax Inc,50.3,52.6,47.8,45.9,46.6,47.5,64410,
2020,539,Carmax Inc,47.4,50.5,46,45.9,48,46,64410,
2021,657,Carmax Inc,39.5,48.9,46.1,44.3,48.2,42.7,64410,
2017,416,TD Ameritrade,46.8,60.6,43.3,41.1,49.1,46.8,64552,
2018,380,TD Ameritrade,46.8,56.8,50.3,42.3,50.4,48.6,64552,
2019,232,TD Ameritrade Holding Corp,48.7,58.6,48.1,45,61,53.5,64552,
2020,430, TD Ameritrade Holding Corporation ,42.8,58.8,46.1,45,56,49,64552,
2018,241,Take-Two Interactive Software,55.8,61.8,44.8,41.3,61.8,53.7,64630,
